abrahams	N
abraham	N
abrahan	N
abramo	N
abramson	N
abrams	N
abram	N
abranchiate	A
abran	N
abraser	N
abrasion	N
abrasive	NA
abraxas	N
abrazos	p
abrazo	N
abra	N
abreaction	N
abreact	t
abreast	vA
abridgable	A
abridgeable	A
abridged	At
abridger	N
abridge	t
abridging	t
abridgment	N
abris	p
abri	N
abroach	vA
abroad	v
abrogable	A
abrogated	t
abrogate	t
abrogating	t
abrogation	N
abrogative	A
abrogator	N
abroms	N
abruption	N
abruptly	v
abruptness	N
abrupt	A
abruzzi	N
abr	N
absalom	N
absa	N
abscessed	A
abscess	Ni
abscind	t
abscised	i
abscise	V
abscising	i
abscissae	p
abscissas	p
abscissa	N
abscission	N
absconder	N
abscond	i
absecon	N
abseil	iN
absence	N
absentation	N
absenteeism	N
absentee	N
absenter	N
absentia	N
absently	v
absentmindedly	v
absentness	N
absent	AVt
abshier	N
absinthe	N
absinthial	A
absinthian	A
absinthism	N
absolutely	v
absoluteness	N
absolute	AN
absolution	N
absolutism	N
absolutistically	v
absolutistic	A
absolutist	N
absolutory	A
absolvable	A
absolved	t
absolvent	AN
absolver	N
absolve	t
absolving	t
absonant	A
absorbability	N
absorbable	A
absorbance	N
absorbedly	v
absorbedness	N
absorbed	A
absorbefacient	NA
absorbency	N
absorbent	AN
absorber	N
absorbingly	v
absorbing	A
absorb	t
absorptance	N
absorptiometer	N
absorptiometric	A
absorption	N
absorptiveness	N
absorptive	A
absorptivity	N
absquatulate	i
abstainer	N
abstain	i
abstemiously	v
abstemiousness	N
abstemious	A
abstention	N
abstentious	A
absterged	t
abstergent	A
absterge	t
absterging	t
abstersion	N
abstersiveness	N
abstersive	A
abstinence	N
abstinently	v
abstinent	A
abstractedly	v
abstractedness	N
abstracted	A
abstracter	N
abstractional	A
abstractionism	N
abstractionist	NA
abstraction	N
abstractively	v
abstractiveness	N
abstractive	A
abstractly	v
abstractness	N
abstract	ANVt
abstriction	N
abstrusely	v
abstruseness	N
abstruse	A
abstrusity	N
abstr	N
absurdities	p
absurdity	N
absurdly	v
absurdness	N
absurd	A
absyrtus	N
abs	N
abt	N
abukir	N
abulfeda	N
abulia	N
abulic	A
abuna	N
abundance	N
abundantly	v
abundant	A
abura	N
abury	N
abusable	A
abusage	N
abused	V
abuser	N
abuse	VtN
abusing	V
abusively	v
abusiveness	N
abusive	A
abus	N
abutilon	N
abutment	N
abuttals	p
abuttal	N
abutted	V
abutter	N
abutting	AV
abut	V
abuzz	A
abvolt	N
abv	N
abwatt	N
abydos	N
abye	ti
abyla	N
abysmally	v
abysmal	A
abysm	N
abyssal	A
abyssinian	AN
abyssinia	N
abyss	N
aby	V
ab	N
acaa	N
acacallis	N
acacia	N
academe	N
academia	N
academically	v
academicals	p
academical	AN
academician	N
academicism	N
academic	AN
academies	p
academised	t
academise	t
academising	t
academism	N
academized	t
academize	t
academizing	t
academus	N
academy	N
acadian	AN
acadia	N
acad	N
acajou	N
acalculia	N
acaleph	N
acalia	N
acamas	N
acanthaceous	A
acanthine	A
acanthite	N
acanthocarpous	A
acanthocephalan	NA
acanthocladous	A
acanthodian	N
acanthoid	A
acanthopterygian	AN
acanthoses	p
acanthosis	N
acanthotic	A
acanthous	A
acanthuses	p
acanthus	N
acanthuthi	p
acapnial	A
acapnia	N
acappella	N
acapulco	N
acarari	p
acardiac	A
acardia	N
acariasis	N
acaricidal	A
acaricide	N
acaridan	AN
acarid	NA
acarine	NA
acarnan	N
acaroid	A
acarologist	N
acarology	N
acarophobia	N
acarpellous	A
acarpelous	A
acarpous	A
acarus	N
acastus	N
acatalectic	AN
acaudal	A
acaulescence	N
acaulescent	A
accadian	NA
accad	N
accalia	N
acceded	i
accedence	N
acceder	N
accede	i
acceding	i
accelerable	A
accelerando	AvN
accelerant	N
acceleratedly	v
accelerated	V
accelerate	Vt
accelerating	V
acceleration	N
accelerative	A
accelerator	N
accelerometer	N
accel	N
accentless	A
accentor	N
accentuable	A
accentuality	N
accentually	v
accentual	A
accentuated	t
accentuate	t
accentuating	t
accentuation	N
accentuator	N
accent	NVt
acceptability	N
acceptableness	N
acceptable	A
acceptably	v
acceptance	N
acceptancies	p
acceptancy	N
acceptant	A
acceptation	N
acceptedly	v
accepted	A
acceptee	N
accepter	N
acceptor	N
accept	Vi
accessaries	p
accessarily	v
accessariness	N
accessary	N
accessibility	N
accessible	A
accessibly	v
accessional	A
accession	Nt
accessorial	A
accessories	p
accessorily	v
accessoriness	N
accessoriusorii	p
accessorius	N
accessorized	t
accessorize	t
accessorizing	t
accessory	NA
access	Nt
acce	N
acciaccaturas	p
acciaccatura	N
acciaccature	p
accidence	N
accidentalism	N
accidentalist	NA
accidentality	N
accidentally	v
accidentalness	N
accidental	AN
accident	N
accidie	N
accipiter	N
accipitral	A
accipitrine	A
accius	N
acclaimer	N
acclaim	tN
acclamation	N
acclamatory	A
acclimatable	A
acclimated	ti
acclimate	ti
acclimating	ti
acclimation	N
acclimatisable	A
acclimatisation	N
acclimatised	ti
acclimatiser	N
acclimatise	ti
acclimatising	ti
acclimatizable	A
acclimatization	N
acclimatized	ti
acclimatize	V
acclimatizing	ti
acclivities	p
acclivitous	A
acclivity	N
acclivous	A
accoladed	A
accolade	N
accolated	A
accommodable	A
accommodated	V
accommodate	t
accommodatingly	v
accommodating	A
accommodational	A
accommodation	N
accommodativeness	N
accommodative	A
accommodator	N
accompanied	t
accompanier	N
accompaniment	N
accompanist	N
accompanying	t
accompanyist	N
accompany	Vt
accomplice	N
accomplishable	A
accomplished	A
accomplisher	N
accomplishment	N
accomplish	t
accompt	Nit
accordable	A
accordance	N
accordantly	v
accordant	A
accordatura	N
accordature	p
accorder	N
accordingly	v
according	A
accordionist	N
accordion	N
accord	NVt
accostable	A
accosted	A
accost	tN
accouchements	p
accouchement	N
accoucheurs	p
accoucheur	N
accoucheuses	p
accoucheuse	N
accountability	N
accountableness	N
accountable	A
accountably	v
accountancy	N
accountantship	N
accountant	N
accounting	N
account	Nt
accouplement	N
accouterment	N
accouter	t
accoutred	t
accoutrement	N
accoutre	t
accoutring	t
accra	N
accreditation	N
accreditment	N
accredit	t
accrescent	A
accreted	V
accrete	VtA
accreting	V
accretionary	A
accretion	N
accretive	A
accrington	N
accroachment	N
accroach	t
accrual	N
accrued	i
accruement	N
accrue	V
accruing	i
acct	N
acculturated	ti
acculturate	t
acculturating	ti
acculturational	A
acculturationist	N
acculturation	N
acculturative	A
acculturized	t
acculturize	t
acculturizing	t
accumbency	N
accumbent	A
accumulable	A
accumulated	V
accumulate	V
accumulating	V
accumulation	N
accumulatively	v
accumulativeness	N
accumulative	A
accumulator	N
accum	N
accuracies	p
accuracy	N
accurately	v
accurateness	N
accurate	A
accursedly	v
accursedness	N
accursed	A
accusable	A
accusably	v
accusal	N
accusant	N
accusation	N
accusatival	A
accusatively	v
accusative	AN
accusatorially	v
accusatorial	A
accusatory	A
accused	N
accuser	N
accuse	V
accusingly	v
accusing	V
accustomedly	v
accustomedness	N
accustomed	A
accustom	t
accutron	N
acc	N
acedia	N
aced	NV
aceldama	N
acellular	A
acenesthesia	N
acentric	A
acephalous	A
acequias	p
acequia	N
acerate	A
acerbas	N
acerbated	V
acerbate	t
acerbating	V
acerbic	A
acerbity	N
acerb	A
acerdol	N
acerli	p
acerose	A
acerous	A
acervately	v
acervate	A
acervulus	N
acescence	N
acescency	N
acescent	A
acesius	N
acesodyne	A
acesodynous	A
acessamenus	N
acestoma	N
acetabular	A
acetabuliform	A
acetabulum	N
acetaldehyde	N
acetaldol	N
acetal	N
acetamide	N
acetanilide	N
acetanisidine	N
acetated	A
acetate	N
acetation	N
acetazolamide	N
acetes	N
acetic	A
acetification	N
acetified	ti
acetifier	N
acetifying	ti
acetify	V
acetimeter	N
acetimetric	A
acetimetry	N
acetin	N
acetla	p
acetobacter	N
acetoin	N
acetometer	N
acetometrically	v
acetometrical	A
acetometry	N
acetone	N
acetonic	A
acetonitrile	N
acetophenetidin	N
acetophenone	N
acetostearin	N
acetous	A
acetum	N
acetylaminobenzene	N
acetylaniline	N
acetylated	V
acetylate	ti
acetylating	V
acetylation	N
acetylbenzene	N
acetylcholine	N
acetylene	N
acetylenic	A
acetylenogen	N
acetylic	A
acetylide	N
acetylization	N
acetylized	ti
acetylizer	N
acetylize	ti
acetylizing	ti
acetylmethylcarbinol	N
acetyl	N
acey	N
ace	N
achab	N
achad	N
achaean	NA
achaea	N
achaemenes	N
achaemenian	A
achaemenid	N
achaeus	N
achalasia	N
achan	N
acharnians	N
achar	N
achates	N
achaz	N
achech	N
ached	V
acheilary	A
achelous	N
achene	N
achenial	A
acherman	N
achernar	N
acheron	N
acheson	N
acheulean	A
acheulian	NA
ache	iN
achievable	A
achieved	V
achievement	N
achiever	N
achieve	Vt
achieving	V
achilary	A
achillean	A
achilles	N
achill	N
achimaas	N
achimelech	N
achimenes	p
achingly	v
aching	V
achish	N
achitophel	N
achkan	N
achlamydate	A
achlamydeous	A
achlorhydria	N
achlorhydric	A
achlorophyllous	A
acholia	N
acholic	A
acholuria	N
acholuric	A
achondrite	N
achondritic	A
achondroplasia	N
achondroplastic	A
achorn	N
achroite	N
achromate	N
achromatically	v
achromaticity	N
achromatic	A
achromatin	N
achromatisation	N
achromatised	t
achromatise	t
achromatising	t
achromatism	N
achromatization	N
achromatized	t
achromatize	t
achromatizing	t
achromatophilia	N
achromatophil	AN
achromatous	A
achromat	N
achromic	A
achromobacter	N
achromycin	N
achronychous	A
achsah	N
aciculae	p
acicularity	N
acicularly	v
acicular	A
aciculate	A
acicula	N
aciculums	p
aciculum	N
acidalium	N
acidanthera	N
acidemia	N
acidic	A
acidifiable	A
acidification	N
acidified	ti
acidifier	N
acidifying	ti
acidify	V
acidimeter	N
acidimetrically	v
acidimetrical	A
acidimetric	A
acidimetry	N
acidity	N
acidized	V
acidize	ti
acidizing	V
acidly	v
acidness	N
acidogenic	A
acidolysis	N
acidometer	N
acidophilic	A
acidophil	AN
acidosis	N
acidotic	A
acidulant	N
acidulated	t
acidulate	V
acidulating	t
acidulation	N
acidulent	NA
acidulous	A
aciduric	A
acidy	A
acid	NA
acierated	t
acierate	t
acierating	t
acieration	N
acie	N
aciform	A
acima	N
acinaceous	A
acinacifolious	A
acinaciform	A
acinarious	A
acing	NV
acinic	A
aciniform	A
acinous	A
acinuni	p
acinus	N
acis	N
ackee	N
ackerley	N
ackerman	N
acker	N
ackeys	p
ackey	N
ackler	N
ackley	N
acknowledgeable	A
acknowledgedly	v
acknowledged	t
acknowledger	N
acknowledge	t
acknowledging	t
acknowledgment	N
ackton	N
ack	N
acleistocardia	N
acle	N
acls	N
aclu	N
acmesthesia	N
acme	N
acmic	A
acmite	N
acmon	N
acnemia	N
acne	N
acnodal	A
acnode	N
acoasm	N
acockbill	A
acock	vA
acocotl	N
acoelomate	A
acoelous	A
acoemeti	p
acoenaesthesia	N
acold	A
acolyte	N
acol	N
aconcagua	N
aconite	N
aconitic	A
acorned	A
acorn	N
acosmism	N
acosmistic	A
acosmist	N
acotyledonous	A
acotyledon	N
acouasm	N
acouchi	N
acousmas	p
acousmata	p
acousma	N
acoustically	v
acoustician	N
acoustics	N
acoustic	A
acpt	N
acp	N
acquah	N
acquaintance	N
acquaintedness	N
acquainted	A
acquaint	t
acquest	N
acquiescence	N
acquiescently	v
acquiescent	A
acquiesce	i
acquiescingly	v
acquirability	N
acquirable	A
acquired	t
acquirement	N
acquirer	N
acquire	t
acquiring	t
acquisition	N
acquisitively	v
acquisitiveness	N
acquisitive	A
acquittal	N
acquittance	N
acquitted	t
acquitter	N
acquitting	t
acquit	V
acraea	N
acraldehyde	N
acreage	N
acred	A
acres	N
acre	N
acridine	N
acridity	N
acridly	v
acridness	N
acrid	A
acriflavine	N
acrilan	N
acrimoniously	v
acrimoniousness	N
acrimonious	A
acrimony	N
acrisius	N
acritical	A
acrobatically	v
acrobatics	N
acrobatic	A
acrobat	N
acrocarpous	A
acrocephalic	AN
acrocephalous	A
acrocephaly	N
acrocorinth	N
acrocyanosis	N
acrodontism	N
acrodont	A
acrodrome	A
acrodynia	N
acrogenic	A
acrogenously	v
acrogen	N
acrography	N
acrogynous	A
acrolein	N
acrolithic	A
acrolith	N
acrologically	v
acrologic	A
acrologies	p
acrology	N
acromegalic	AN
acromegaly	N
acromial	v
acromicria	N
acromimia	p
acromion	N
acronal	A
acronically	v
acronical	A
acronycally	v
acronychal	A
acronychous	A
acronymic	A
acronymized	it
acronymize	it
acronymizing	it
acronymous	A
acronym	N
acron	N
acropathy	N
acropetally	v
acropetal	A
acrophobia	N
acrophonically	v
acrophonic	A
acrophonies	p
acrophony	N
acropolis	N
acropolitan	A
acrospire	N
acrospore	N
acrosporous	A
across	Pv
acrostically	v
acrostic	N
acrostolia	p
acrostolium	N
acroteral	A
acroterial	A
acroterion	N
acroterium	N
acroterteria	p
acroter	N
acrotic	A
acrotism	N
acrux	N
acrylaldehyde	N
acrylate	N
acrylic	AN
acrylonitrile	N
acrylyl	N
acs	N
actability	N
actable	A
actaeon	N
acta	p
actg	N
acth	N
actinally	v
actinal	A
acting	AN
actiniae	p
actinian	AN
actinia	N
actinically	v
actinic	A
actinide	N
actiniform	A
actinism	N
actinium	N
actinobaccilli	p
actinobacillosis	N
actinobacillotic	A
actinobacillus	N
actinochemical	A
actinochemistry	N
actinodermatitis	N
actinodrome	A
actinogram	N
actinographic	A
actinography	N
actinograph	N
actinoid	A
actinolite	N
actinolitic	A
actinology	N
actinomere	N
actinometer	N
actinometrical	A
actinometric	A
actinometry	N
actinomorphic	A
actinomorphy	N
actinomyces	N
actinomycete	N
actinomycetous	A
actinomycin	N
actinomycosis	N
actinomycotic	A
actinon	N
actinopod	N
actinopterygian	AN
actinotherapy	N
actinouranium	N
actinozoan	NA
actin	N
actionable	A
actionably	v
actionless	A
action	N!
actis	N
actium	N
activated	t
activate	t
activating	t
activation	N
activator	N
actively	v
activeness	N
active	AN
activism	N
activist	N
activities	p
activity	N
activized	t
activize	t
activizing	t
actomyosin	N
acton	N
actoridae	p
actor	N
actress	N
actualisation	N
actualised	t
actualise	t
actualising	t
actualism	N
actualistic	A
actualist	NA
actualities	p
actuality	N
actualization	N
actualized	t
actualize	t
actualizing	t
actually	v
actualness	N
actual	A
actuarially	v
actuarial	A
actuarian	A
actuaries	p
actuary	N
actuated	t
actuate	t
actuating	t
actuation	N
actuator	N
act	Nit
acuate	A
acuity	N
aculeate	A
aculeus	N
acumen	N
acuminated	V
acuminate	AVt
acuminating	V
acumination	N
acuminous	A
acupunctured	V
acupuncture	N
acupuncturing	V
acusection	N
acusector	N
acus	N
acutance	N
acutely	v
acuteness	N
acute	AN
acutilingual	A
acwa	N
acw	N
acyclic	A
acylated	t
acylate	t
acylating	t
acylation	N
acyloin	N
acyl	N
ac	N
adabelle	N
adabel	N
adachi	N
adactylous	A
adage	N
adagial	A
adagietto	AvN
adagio	AvN
adagissimo	vA
adaha	N
adah	N
adaiha	N
adair	N
adai	N
adalai	N
adalard	N
adala	N
adalbert	N
adalheid	N
adaliah	N
adalia	N
adalie	N
adaline	N
adali	N
adallard	N
adall	N
adal	N
adamantine	A
adamant	AN
adamas	N
adamawa	N
adama	N
adamec	N
adamek	N
adamically	v
adamic	AN
adamik	N
adaminah	N
adamina	N
adamis	N
adamite	N
adamitical	A
adamitic	A
adamok	N
adamo	N
adamsen	N
adamsite	N
adamski	N
adamson	N
adamsun	N
adams	N
adam	NA
adana	N
adan	N
adao	N
adapa	N
adaptability	N
adaptableness	N
adaptable	A
adaptationally	v
adaptational	A
adaptation	N
adaptedness	N
adapter	N
adaptively	v
adaptiveness	N
adaptive	A
adapt	Vt
adara	N
adarbitrium	N
adar	N
adat	N
adaurd	N
adaxial	A
aday	N
ada	N
adc	N
addable	A
addams	N
addam	N
addax	N
adda	N
addda	p
addedly	v
addendum	N
addend	N
adder	N
addia	N
addible	A
addictedness	N
addicted	A
addiction	N
addictive	A
addict	VtN
addiego	N
addiel	N
addie	N
addington	N
addisonian	AN
addison	N
addis	N
additamentary	A
additament	N
additionally	v
additional	A
addition	N
additively	v
additive	AN
additory	A
addi	N
addlebrained	A
addled	V
addlepated	A
addle	VA
addling	V
addorsed	A
addressed	V
addressee	N
addresser	N
addressing	V
addressograph	N
addressor	N
address	NVt
addrest	V
adduceable	A
adduced	t
adducent	A
adducer	N
adduce	t
adducible	A
adducing	t
adduction	N
adductive	A
adductor	N
adduct	t
addy	N
add	Vti
adebayo	N
adee	N
adelaida	N
adelaide	N
adelaja	N
adelantados	p
adelantado	N
adela	N
adelbert	N
adele	N
adelheid	N
adelia	N
adelice	N
adelina	N
adelind	N
adeline	N
adella	N
adelle	N
adelphe	N
adelpho	N
adelric	N
adel	N
ademption	N
adenalgia	N
adenauer	N
adena	N
adenectomies	p
adenectomy	N
adenine	N
adenitis	N
adenocarcinomas	p
adenocarcinomata	p
adenocarcinomatous	A
adenocarcinoma	N
adenohypophysis	N
adenoidal	A
adenoidectomies	p
adenoidectomy	N
adenoids	p
adenoid	A
adenological	A
adenology	N
adenomas	p
adenomata	p
adenomatous	A
adenoma	N
adenophore	N
adenophyllous	A
adenosarcomas	p
adenosarcomata	p
adenosarcoma	N
adenosine	N
adenoviruses	p
adenovirus	N
adenylpyrophosphate	N
aden	N
adeptly	v
adeptness	N
adept	AN
adequacy	N
adequately	v
adequateness	N
adequate	A
adermin	N
ader	N
adessive	AN
adest	N
adey	N
ade	N
adffrozen	t
adffroze	t
adfreeze	t
adfreezing	t
adhamh	N
adham	N
adhered	i
adherence	N
adherend	N
adherently	v
adherent	NA
adherer	N
adhere	i
adhering	i
adhern	N
adhesional	A
adhesion	N
adhesively	v
adhesiveness	N
adhesive	AN
adhibition	N
adhibit	t
adiabatically	v
adiabatic	AN
adiabat	N
adiactinic	A
adiadochokinesia	N
adiaphoresis	N
adiaphoretic	AN
adiaphorism	N
adiaphoristic	A
adiaphorist	N
adiaphorous	A
adiathermancy	N
adiell	N
adiel	N
adient	A
adieu	!N
adie	N
adige	N
adighe	N
adigranth	N
adigun	N
adila	N
adim	N
adina	N
adine	N
adin	N
adios	!
adipate	N
adiphenine	N
adipocere	N
adipocerite	N
adipocerous	A
adiponitrile	N
adipopectic	A
adipopexia	N
adipopexic	A
adiposeness	N
adipose	AN
adiposis	N
adiposity	N
adirondack	N
adis	N
aditya	N
adit	N
adivasi	N
adiz	N
adi	N
adjacence	N
adjacencies	p
adjacency	N
adjacently	v
adjacent	AN
adjectival	A
adjectively	v
adjective	NA
adjoining	A
adjoint	N
adjoin	Vt
adjournment	N
adjourn	it
adjt	N
adjudged	t
adjudge	t
adjudging	t
adjudicated	V
adjudicate	Vti
adjudicating	V
adjudication	N
adjudicative	A
adjudicator	N
adjugate	N
adjunction	N
adjunctively	v
adjunctive	A
adjunctly	v
adjunct	NA
adjuration	N
adjuratory	A
adjured	t
adjurer	N
adjure	t
adjuring	t
adjuror	N
adjustable	A
adjustably	v
adjuster	N
adjustmental	A
adjustment	N
adjustor	N
adjust	t
adjutancy	N
adjutant	N
adjuvant	AN
adkins	N
adlai	N
adlare	N
adlar	N
adlay	N
adlee	N
adlei	N
adlerian	A
adler	N
adley	N
admah	N
adman	N
admass	N
admeasured	t
admeasurement	N
admeasurer	N
admeasure	Vt
admeasuring	t
admen	p
admete	N
admetus	N
adminicle	N
adminicular	A
administer	V
administrable	A
administrant	A
administrated	t
administrate	V
administrating	t
administrational	A
administration	N
administratively	v
administrative	A
administratorship	N
administrator	N
administratrices	p
administratrix	N
admin	N
admirability	N
admirableness	N
admirable	A
admirably	v
admiralship	N
admiralties	p
admiralty	N
admiral	N
admiration	N
admiratively	v
admirative	A
admired	V
admirer	N
admire	t
admiringly	v
admiring	V
admissibility	N
admissibleness	N
admissible	A
admissibly	v
admission	N
admissive	A
admittable	A
admittance	N
admittedly	v
admitted	V
admitter	N
admittible	A
admitting	V
admit	Vi
admixture	N
admix	t
admonisher	N
admonishingly	v
admonishment	N
admonish	t
admonition	N
admonitorial	A
admonitorily	v
admonitory	A
admonitor	N
admov	N
adm	N
adnah	N
adnate	A
adnation	N
adna	N
adne	N
adnominal	NA
adnopoz	N
adnoun	N
adobe	N
adolescence	N
adolescently	v
adolescent	AN
adolfo	N
adolf	N
adolphe	N
adolpho	N
adolphus	N
adolph	N
adonais	N
adonai	N
adonias	N
adonia	N
adonica	N
adonic	AN
adonijah	N
adonis	N
adon	N
adoptability	N
adoptable	A
adopted	A
adopter	N
adoptional	A
adoption	N
adoptively	v
adoptive	A
adopt	t
adorability	N
adorableness	N
adorable	A
adorably	v
adoration	N
adora	N
adored	V
adoree	N
adorer	N
adore	t
adoringly	v
adoring	V
adorl	N
adorner	N
adorningly	v
adornment	N
adornos	p
adorno	N
adorn	t
adorsed	A
adoula	N
adowa	N
adown	vP
ado	N
adp	N
adrammelech	N
adrastea	N
adrastus	N
adrea	N
adrell	N
adrenalectomies	p
adrenalectomized	t
adrenalectomize	t
adrenalectomizing	t
adrenalectomy	N
adrenaline	N
adrenalin	N
adrenal	AN
adrenergic	A
adrenin	N
adrenocorticotropic	A
adrestus	N
adret	N
adrial	N
adriana	N
adriane	N
adrianna	N
adrianne	N
adrianople	N
adrianopolis	N
adriano	N
adrian	N
adriatic	AN
adria	N
adriell	N
adriel	N
adriena	N
adriene	N
adrienne	N
adrien	N
adrift	v
adroitly	v
adroitness	N
adroit	A
adron	N
adscititiously	v
adscititious	A
adscription	N
adscript	AN
adsorbability	N
adsorbable	A
adsorbate	N
adsorbent	AN
adsorb	V
adsorption	N
adsorptively	v
adsorptive	AN
adsum	!
ads	N
adularescence	N
adularescent	A
adularia	N
adulated	t
adulate	t
adulating	t
adulation	N
adulatory	A
adulator	N
adullamite	N
adulterant	NA
adulterated	V
adulterate	VtA
adulterating	V
adulteration	N
adulterator	N
adulterer	N
adulteress	N
adulteries	p
adulterine	A
adulterously	v
adulterous	A
adultery	N
adulthood	N
adultness	N
adult	AN
adumbral	A
adumbrated	t
adumbrate	t
adumbrating	t
adumbration	N
adumbratively	v
adumbrative	A
aduncity	N
adunc	A
adurol	N
